"id","name","height","weight","hp","attack","defense","s_attack","s_defense","speed","type","evo_set","info"
711,"gourgeist","9","125","65","90","122","58","75","84","{ghost,grass}",365,"Singing in eerie voices, they wander town streets on the night of the new moon. Anyone who hears their song is cursed."
712,"bergmite","10","995","55","69","85","32","35","28","{ice}",366,"It blocks opponents’ attacks with the ice that shields its body. It uses cold air to repair any cracks with new ice."
713,"avalugg","20","5050","95","117","184","44","46","28","{ice}",366,"Its ice-covered body is as hard as steel. Its cumbersome frame crushes anything that stands in its way."
714,"noibat","5","80","40","30","35","45","40","55","{flying,dragon}",367,"They live in pitch-black caves. Their enormous ears can emit ultrasonic waves of 200,000 hertz."
715,"noivern","15","850","85","70","80","97","80","123","{flying,dragon}",367,"They fly around on moonless nights and attack careless prey. Nothing can beat them in a battle in the dark."
716,"xerneas","30","2150","126","131","95","131","98","99","{fairy}",368,"Legends say it can share eternal life. It slept for a thousand years in the form of a tree before its revival."
717,"yveltal","58","2030","126","131","95","131","98","99","{dark,flying}",369,"When this legendary Pokémon’s wings and tail feathers spread wide and glow red, it absorbs the life force of living creatures."
718,"zygarde","50","3050","108","100","121","81","95","95","{dragon,ground}",370,"When the Kalos region’s ecosystem falls into disarray, it appears and reveals its secret power."
719,"diancie","7","88","50","100","150","100","150","50","{rock,fairy}",371,"A sudden transformation of Carbink, its pink, glimmering body is said to be the loveliest sight in the whole world."
720,"hoopa","5","90","80","110","60","150","130","70","{psychic,ghost}",372,"This troublemaker sends anything and everything to faraway places using its loop, which can warp space."
721,"volcanion","17","1950","80","110","120","130","90","70","{fire,water}",373,"It lets out billows of steam and disappears into the dense fog. It’s said to live in mountains where humans do not tread."
722,"rowlet","3","15","68","55","55","50","50","42","{grass,flying}",374,"This wary Pokémon uses photosynthesis to store up energy during the day, while becoming active at night."
723,"dartrix","7","160","78","75","75","70","70","52","{grass,flying}",374,"A bit of a dandy, it spends its free time preening its wings. Its preoccupation with any dirt on its plumage can leave it unable to battle."
724,"decidueye","16","366","78","107","75","100","100","70","{grass,ghost}",374,"It fires arrow quills from its wings with such precision, they can pierce a pebble at distances over a hundred yards."
725,"litten","4","43","45","65","40","60","40","70","{fire}",375,"While grooming itself, it builds up fur inside its stomach. It sets the fur alight and spews fiery attacks, which change based on how it coughs."
726,"torracat","7","250","65","85","50","80","50","90","{fire}",375,"At its throat, it bears a bell of fire. The bell rings brightly whenever this Pokémon spits fire."
727,"incineroar","18","830","95","115","90","80","90","60","{fire,dark}",375,"This Pokémon has a violent, selfish disposition. If it’s not in the mood to listen, it will ignore its Trainer’s orders with complete nonchalance."
728,"popplio","4","75","50","54","54","66","56","40","{water}",376,"This Pokémon snorts body fluids from its nose, blowing balloons to smash into its foes. It’s famous for being a hard worker."
729,"brionne","6","175","60","69","69","91","81","50","{water}",376,"A skillful dancer, it creates a sequence of water balloons as it dances, and briskly bombards its enemies."
730,"primarina","18","440","80","74","74","126","116","60","{water,fairy}",376,"It controls its water balloons with song. The melody is learned from others of its kind and is passed down from one generation to the next."
731,"pikipek","3","12","35","75","30","30","30","65","{normal,flying}",377,"It can peck at a rate of 16 times a second to drill holes in trees. It uses the holes for food storage and for nesting."
732,"trumbeak","6","148","55","85","50","40","50","75","{normal,flying}",377,"It eats berries and stores their seeds in its beak. When it encounters enemies or prey, it fires off all the seeds in a burst."
733,"toucannon","11","260","80","120","75","75","75","60","{normal,flying}",377,"When it battles, its beak heats up. The temperature can easily exceed 212 degrees Fahrenheit, causing severe burns when it hits."
734,"yungoos","4","60","48","70","30","30","30","45","{normal}",378,"With its sharp fangs, it will bite anything. It did not originally live in Alola but was imported from another region."
735,"gumshoos","7","142","88","110","60","55","60","45","{normal}",378,"When it finds a trace of its prey, it patiently stakes out the location...but it’s always snoozing by nightfall."
736,"grubbin","4","44","47","62","45","55","45","46","{bug}",379,"Its strong jaw enables it to scrape trees and slurp out the sap. It normally lives underground."
737,"charjabug","5","105","57","82","95","55","75","36","{bug,electric}",379,"Its body is capable of storing electricity. On camping trips, people are grateful to have one around."
738,"vikavolt","15","450","77","70","90","145","75","43","{bug,electric}",379,"It zips around, on sharp lookout for an opening. It concentrates electrical energy within its large jaws and uses it to zap its enemies."
739,"crabrawler","6","70","47","82","57","42","47","63","{fighting}",380,"While guarding its weak points with its pincers, it looks for an opening and unleashes punches. When it loses, it foams at the mouth and faints."
740,"crabominable","17","1800","97","132","77","62","67","43","{fighting,ice}",380,"It aimed for the top but got lost and ended up on a snowy mountain. Being forced to endure the cold, this Pokémon evolved and grew fur."
741,"oricorio","6","34","75","70","70","98","70","93","{fire,flying}",381,"It beats its wings together to create fire. As it moves in the steps of its beautiful dance, it bathes opponents in intense flames."
742,"cutiefly","1","2","40","45","40","55","40","84","{bug,fairy}",382,"It feeds on the nectar and pollen of flowers. Because it’s able to sense auras, it can identify which flowers are about to bloom."
743,"ribombee","2","5","60","55","60","95","70","124","{bug,fairy}",382,"It rolls up pollen into puffs. It makes many different varieties, some used as food and others used in battle."
744,"rockruff","5","92","45","65","40","30","40","60","{rock}",383,"It’s considered to be a good Pokémon for beginners because of its friendliness, but its disposition grows rougher as it grows up."
745,"lycanroc","8","250","75","115","65","55","65","112","{rock}",383,"Its quick movements confuse its enemies. Well equipped with claws and fangs, it also uses the sharp rocks in its mane as weapons."
746,"wishiwashi","2","3","45","20","20","25","25","40","{water}",384,"When it’s in trouble, its eyes moisten and begin to shine. The shining light attracts its comrades, and they stand together against their enemies."
747,"mareanie","4","80","50","53","62","43","52","45","{poison,water}",385,"It plunges the poison spike on its head into its prey. When the prey has weakened, Mareanie deals the finishing blow with its 10 tentacles."
748,"toxapex","7","145","50","63","152","53","142","35","{poison,water}",385,"Toxapex crawls along the ocean floor on its 12 legs. It leaves a trail of Corsola bits scattered in its wake."
749,"mudbray","10","1100","70","100","70","45","55","45","{ground}",386,"The mud stuck to Mudbray’s hooves enhances its grip and its powerful running gait."
750,"mudsdale","25","9200","100","125","100","55","85","35","{ground}",386,"It spits a mud that provides resistance to both wind and rain, so the walls of old houses were often coated with it."
751,"dewpider","3","40","38","40","52","40","72","27","{water,bug}",387,"It crawls onto the land in search of food. Its water bubble allows it to breathe and protects its soft head."
752,"araquanid","18","820","68","70","92","50","132","42","{water,bug}",387,"It delivers headbutts with the water bubble on its head. Small Pokémon get sucked into the bubble, where they drown."
753,"fomantis","3","15","40","55","35","50","35","35","{grass}",388,"During the day, it sleeps and soaks up light. When night falls, it walks around looking for a safer place to sleep."
